🥭芒果独播,#genre#
CCTV-15 音乐,http://ha.xushining.com:50000/udp/225.1.2.194:5002$天津联通组播
CCTV-16 奥林匹克,http://ha.xushining.com:50000/udp/225.1.2.237:5002$天津联通组播
CCTV-17 农业农村,http://ha.xushining.com:50000/udp/225.1.2.52:5002$天津联通组播
CCTV兵器科技,http://ha.xushining.com:50000/udp/225.1.2.166:5002$天津联通组播
CCTV第一剧场,http://ha.xushining.com:50000/udp/225.1.2.175:5002$天津联通组播
CCTV电视指南,http://ha.xushining.com:50000/udp/225.1.2.167:5002$天津联通组播
CCTV风云剧场,http://ha.xushining.com:50000/udp/225.1.2.174:5002$天津联通组播
CCTV风云音乐,http://ha.xushining.com:50000/udp/225.1.2.176:5002$天津联通组播
CCTV风云足球,http://ha.xushining.com:50000/udp/225.1.2.168:5002$天津联通组播
CCTV央视高网,http://ha.xushining.com:50000/udp/225.1.2.169:5002$天津联通组播
CCTV怀旧剧场,http://ha.xushining.com:50000/udp/225.1.2.173:5002$天津联通组播
CCTV女性时尚,http://ha.xushining.com:50000/udp/225.1.2.172:5002$天津联通组播
CCTV世界地理,http://ha.xushining.com:50000/udp/225.1.2.171:5002$天津联通组播
CCTV文化精品,http://ha.xushining.com:50000/udp/225.1.2.177:5002$天津联通组播
CCTV央视台球,http://ha.xushining.com:50000/udp/225.1.2.170:5002$天津联通组播
CCTV-1 综合,http://xeace.cn:8888/udp/239.93.0.184:5140$四川电信组播
CCTV-2 财经,http://xeace.cn:8888/udp/239.93.1.23:6000$四川电信组播
CCTV-3 综艺,http://xeace.cn:8888/udp/239.93.1.11:2223$四川电信组播
CCTV-4 中文国际,http://xeace.cn:8888/udp/239.93.1.105:5140$四川电信组播
CCTV-5 体育,http://xeace.cn:8888/udp/239.93.42.37:5140$四川电信组播
CCTV5+体育赛事,http://xeace.cn:8888/udp/239.93.1.36:8004$四川电信组播
CCTV-6 电影,http://xeace.cn:8888/udp/239.93.1.13:2226$四川电信组播
CCTV-7 国防军事,http://xeace.cn:8888/udp/239.93.1.67:5140$四川电信组播
CCTV-8 电视剧,http://xeace.cn:8888/udp/239.93.42.39:5140$四川电信组播
CCTV-9 纪录,http://xeace.cn:8888/udp/239.93.1.24:5140$四川电信组播
CCTV-10 科教,http://xeace.cn:8888/udp/239.93.1.28:5140$四川电信组播
CCTV-11 戏曲,http://xeace.cn:8888/udp/239.93.0.102:5140$四川电信组播
CCTV-12 社会与法,http://xeace.cn:8888/udp/239.93.1.30:8124$四川电信组播
CCTV-13 新闻,http://xeace.cn:8888/udp/239.93.0.66:5140$四川电信组播
CCTV-14 少儿,http://xeace.cn:8888/udp/239.93.1.29:6000$四川电信组播
CCTV-15 音乐,http://xeace.cn:8888/udp/239.93.0.103:5140$四川电信组播
CCTV-17 农业农村,http://xeace.cn:8888/udp/239.93.0.92:5140$四川电信组播
CGTN英语,http://xeace.cn:8888/udp/239.93.0.104:5140$四川电信组播

🇨🇳卫视频道,#genre#
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
江苏卫视,http://coolcat.synology.me:4022/rtp/239.3.1.135:8028$北京联通组播
深圳卫视,http://coolcat.synology.me:4022/rtp/239.3.1.134:8020$北京联通组播
广东卫视,http://coolcat.synology.me:4022/rtp/239.3.1.142:8048$北京联通组播
安徽卫视,http://coolcat.synology.me:4022/rtp/239.3.1.211:8064$北京联通组播
天津卫视,http://coolcat.synology.me:4022/rtp/239.3.1.141:1234$北京联通组播
重庆卫视,http://coolcat.synology.me:4022/rtp/239.3.1.122:8160$北京联通组播
山东卫视,http://coolcat.synology.me:4022/rtp/239.3.1.209:8052$北京联通组播
河北卫视,http://coolcat.synology.me:4022/rtp/239.3.1.148:8072$北京联通组播
辽宁卫视,http://coolcat.synology.me:4022/rtp/239.3.1.210:8056$北京联通组播
湖北卫视,http://coolcat.synology.me:4022/rtp/239.3.1.138:8044$北京联通组播
吉林卫视,http://coolcat.synology.me:4022/rtp/239.3.1.240:8172$北京联通组播
贵州卫视,http://coolcat.synology.me:4022/rtp/239.3.1.149:8076$北京联通组播
东南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.156:8148$北京联通组播
江西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.123:8164$北京联通组播
海南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.45:8304$北京联通组播
云南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.26:8108$北京联通组播
兵团卫视,http://coolcat.synology.me:4022/rtp/239.3.1.144:4120$北京联通组播
厦门卫视,http://coolcat.synology.me:4022/rtp/239.3.1.143:4120$北京联通组播
四川卫视,http://coolcat.synology.me:4022/rtp/239.3.1.29:8288$北京联通组播
宁夏卫视,http://coolcat.synology.me:4022/rtp/239.3.1.46:8124$北京联通组播
山西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.42:8172$北京联通组播
广西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.39:8300$北京联通组播
新疆卫视,http://coolcat.synology.me:4022/rtp/239.3.1.48:8160$北京联通组播
河南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.27:8128$北京联通组播
甘肃卫视,http://coolcat.synology.me:4022/rtp/239.3.1.49:8188$北京联通组播
西藏卫视,http://coolcat.synology.me:4022/rtp/239.3.1.47:8164$北京联通组播
三沙卫视,http://coolcat.synology.me:4022/rtp/239.3.1.155:4120$北京联通组播
陕西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.41:8140$北京联通组播
青海卫视,http://coolcat.synology.me:4022/rtp/239.3.1.44:8184$北京联通组播
内蒙古卫视,http://coolcat.synology.me:4022/rtp/239.3.1.43:8176$北京联通组播
黑龙江卫视,http://coolcat.synology.me:4022/rtp/239.3.1.133:8016$北京联通组播
湖南卫视,http://www.xingwen.online:9810/rtp/239.253.92.84:8015$河北联通组播
浙江卫视,http://www.xingwen.online:9810/rtp/239.253.92.90:8020$河北联通组播
江苏卫视,http://www.xingwen.online:9810/rtp/239.253.92.88:8018$河北联通组播
北京卫视,http://www.xingwen.online:9810/rtp/239.253.92.87:8014$河北联通组播
东南卫视,http://www.xingwen.online:9810/rtp/239.253.92.201:6146$河北联通组播
东方卫视,http://www.xingwen.online:9810/rtp/239.253.92.89:8019$河北联通组播
天津卫视,http://www.xingwen.online:9810/rtp/239.253.92.91:8021$河北联通组播
深圳卫视,http://www.xingwen.online:9810/rtp/239.253.92.86:8017$河北联通组播
山东卫视,http://www.xingwen.online:9810/rtp/239.253.92.207:8109$河北联通组播
广东卫视,http://www.xingwen.online:9810/rtp/239.253.92.206:8108$河北联通组播
黑龙江卫视,http://www.xingwen.online:9810/rtp/239.253.92.85:8016$河北联通组播
辽宁卫视,http://www.xingwen.online:9810/rtp/239.253.92.115:6056$河北联通组播
安徽卫视,http://www.xingwen.online:9810/rtp/239.253.92.209:6566$河北联通组播
湖北卫视,http://www.xingwen.online:9810/rtp/239.253.92.210:6567$河北联通组播
四川卫视,http://www.xingwen.online:9810/rtp/239.253.92.16:6043$河北联通组播
重庆卫视,http://www.xingwen.online:9810/rtp/239.253.92.10:6053$河北联通组播
河南卫视,http://www.xingwen.online:9810/rtp/239.253.92.137:6144$河北联通组播
广西卫视,http://www.xingwen.online:9810/rtp/239.253.92.76:8043$河北联通组播
贵州卫视,http://www.xingwen.online:9810/rtp/239.253.92.105:6055$河北联通组播
江西卫视,http://www.xingwen.online:9810/rtp/239.253.92.19:6145$河北联通组播
吉林卫视,http://www.xingwen.online:9810/rtp/239.253.92.202:6147$河北联通组播
海南卫视,http://www.xingwen.online:9810/rtp/239.253.93.155:6323$河北联通组播
北京卫视,http://www.qhjx.top:18000/udp/238.255.2.81:5999$贵州电信组播
四川卫视,http://xeace.cn:8888/udp/239.93.0.20:1235$四川电信组播
湖南卫视,http://xeace.cn:8888/udp/239.93.0.88:5140$四川电信组播
江苏卫视,http://xeace.cn:8888/udp/239.93.0.89:5140$四川电信组播
浙江卫视,http://xeace.cn:8888/udp/239.93.0.124:5140$四川电信组播
东方卫视,http://xeace.cn:8888/udp/239.93.0.123:5140$四川电信组播
北京卫视,http://xeace.cn:8888/udp/239.93.0.180:5140$四川电信组播
深圳卫视,http://xeace.cn:8888/udp/239.93.0.182:5140$四川电信组播
广东卫视,http://xeace.cn:8888/udp/239.93.0.181:5140$四川电信组播
天津卫视,http://xeace.cn:8888/udp/239.93.0.167:5140$四川电信组播
山东卫视,http://xeace.cn:8888/udp/239.93.0.168:5140$四川电信组播
康巴卫视,http://xeace.cn:8888/udp/239.93.0.41:5140$四川电信组播
江西卫视,http://xeace.cn:8888/udp/239.93.0.134:5140$四川电信组播
东南卫视,http://xeace.cn:8888/udp/239.93.0.42:5140$四川电信组播
黑龙江卫视,http://xeace.cn:8888/udp/239.93.0.183:5140$四川电信组播
重庆卫视,http://xeace.cn:8888/udp/239.93.1.107:5140$四川电信组播
贵州卫视,http://xeace.cn:8888/udp/239.93.0.131:5140$四川电信组播
湖北卫视,http://xeace.cn:8888/udp/239.93.0.250:5140$四川电信组播
安徽卫视,http://xeace.cn:8888/udp/239.93.1.106:5140$四川电信组播
河北卫视,http://xeace.cn:8888/udp/239.93.0.132:5140$四川电信组播
辽宁卫视,http://xeace.cn:8888/udp/239.93.1.108:5140$四川电信组播
云南卫视,http://xeace.cn:8888/udp/239.93.1.174:5140$四川电信组播
河南卫视,http://xeace.cn:8888/udp/239.93.42.45:5140$四川电信组播
广西卫视,http://xeace.cn:8888/udp/239.93.42.46:5140$四川电信组播
吉林卫视,http://xeace.cn:8888/udp/239.93.0.248:5140$四川电信组播
山西卫视,http://xeace.cn:8888/udp/239.93.0.6:5140$四川电信组播
内蒙古卫视,http://xeace.cn:8888/udp/239.93.0.8:5140$四川电信组播
青海卫视,http://xeace.cn:8888/udp/239.93.0.192:5140$四川电信组播
宁夏卫视,http://xeace.cn:8888/udp/239.93.0.247:5140$四川电信组播
西藏卫视,http://xeace.cn:8888/udp/239.93.0.175:5140$四川电信组播
新疆卫视,http://xeace.cn:8888/udp/239.93.0.194:5140$四川电信组播
甘肃卫视,http://xeace.cn:8888/udp/239.93.0.81:5140$四川电信组播
海南卫视,http://xeace.cn:8888/udp/239.93.0.80:5140$四川电信组播
兵团卫视,http://xeace.cn:8888/udp/239.93.42.43:5140$四川电信组播
厦门卫视,http://xeace.cn:8888/udp/239.93.42.57:5140$四川电信组播
三沙卫视,http://xeace.cn:8888/udp/239.93.42.58:5140$四川电信组播
安徽卫视,http://ha.xushining.com:50000/udp/225.1.1.127:5002$天津联通组播
北京卫视,http://ha.xushining.com:50000/udp/225.1.1.113:5002$天津联通组播
东方卫视,http://ha.xushining.com:50000/udp/225.1.2.31:5002$天津联通组播
甘肃卫视,http://ha.xushining.com:50000/udp/225.1.1.30:5002$天津联通组播
广东卫视,http://ha.xushining.com:50000/udp/225.1.1.116:5002$天津联通组播
深圳卫视,http://ha.xushining.com:50000/udp/225.1.1.117:5002$天津联通组播
贵州卫视,http://ha.xushining.com:50000/udp/225.1.2.28:5002$天津联通组播
海南卫视,http://ha.xushining.com:50000/udp/225.1.2.82:5002$天津联通组播
三沙卫视,http://ha.xushining.com:50000/udp/225.1.2.181:5002$天津联通组播
河南卫视,http://ha.xushining.com:50000/udp/225.1.2.61:5002$天津联通组播
黑龙江卫视,http://ha.xushining.com:50000/udp/225.1.1.115:5002$天津联通组播
湖北卫视,http://ha.xushining.com:50000/udp/225.1.1.147:5002$天津联通组播
湖南卫视,http://ha.xushining.com:50000/udp/225.1.1.114:5002$天津联通组播
吉林卫视,http://ha.xushining.com:50000/udp/225.1.2.26:5002$天津联通组播
江苏卫视,http://ha.xushining.com:50000/udp/225.1.1.126:5002$天津联通组播
江西卫视,http://ha.xushining.com:50000/udp/225.1.2.29:5002$天津联通组播
辽宁卫视,http://ha.xushining.com:50000/udp/225.1.1.154:5002$天津

内蒙古卫视,http://ha.xushining.com:50000/udp/225.1.1.32:5002$天津联通组播
宁夏卫视,http://ha.xushining.com:50000/udp/225.1.1.56:5002$天津联通组播
青海卫视,http://ha.xushining.com:50000/udp/225.1.1.54:5002$天津联通组播
山西卫视,http://ha.xushining.com:50000/udp/225.1.1.50:5002$天津联通组播
陕西卫视,http://ha.xushining.com:50000/udp/225.1.1.41:5002$天津联通组播
四川卫视,http://ha.xushining.com:50000/udp/225.1.1.123:5002$天津联通组播
西藏卫视,http://ha.xushining.com:50000/udp/225.1.1.51:5002$天津联通组播
新疆卫视,http://ha.xushining.com:50000/udp/225.1.1.35:5002$天津联通组播
兵团卫视,http://ha.xushining.com:50000/udp/225.1.1.57:5002$天津联通组播
广西卫视,http://ha.xushining.com:50000/udp/225.1.2.81:5002$天津联通组播
云南卫视,http://ha.xushining.com:50000/udp/225.1.1.61:5002$天津联通组播
浙江卫视,http://ha.xushining.com:50000/udp/225.1.1.112:5002$天津联通组播
重庆卫视,http://ha.xushining.com:50000/udp/225.1.1.155:5002$天津联通组播
河北卫视,http://ha.xushining.com:50000/udp/225.1.2.27:5002$天津联通组播

🇭🇰港澳频道,#genre#
凤凰中文,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8 
凤凰资讯,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8 

⛩️北京频道,#genre#
爱尚4K超清,http://coolcat.synology.me:4022/rtp/239.3.1.236:2000
北京4K电影,http://coolcat.synology.me:4022/rtp/239.3.1.249:8001
北京卫视,http://coolcat.synology.me:4022/rtp/239.3.1.241:8000
北京新闻,http://coolcat.synology.me:4022/rtp/239.3.1.159:8000
北京影视,http://coolcat.synology.me:4022/rtp/239.3.1.158:8000
北京文艺,http://coolcat.synology.me:4022/rtp/239.3.1.242:8000
北京财经,http://coolcat.synology.me:4022/rtp/239.3.1.116:8000
北京生活,http://coolcat.synology.me:4022/rtp/239.3.1.117:8000
北京卡酷少儿,http://coolcat.synology.me:4022/rtp/239.3.1.189:8000
北京体育休闲,http://coolcat.synology.me:4022/rtp/239.3.1.243:8000
北京国际频道,http://coolcat.synology.me:4022/rtp/239.3.1.235:8000
北京淘电影,http://coolcat.synology.me:4022/rtp/239.3.1.250:8001
北京淘剧场,http://coolcat.synology.me:4022/rtp/239.3.1.95:8001
北京淘娱乐,http://coolcat.synology.me:4022/rtp/239.3.1.100:8001
北京淘精彩,http://coolcat.synology.me:4022/rtp/239.3.1.178:8001
北京淘Baby,http://coolcat.synology.me:4022/rtp/239.3.1.238:8001
IPTV动作影院,http://coolcat.synology.me:4022/rtp/239.3.1.92:4120
IPTV家庭影院,http://coolcat.synology.me:4022/rtp/239.3.1.93:4120
IPTV少儿动画,http://coolcat.synology.me:4022/rtp/239.3.1.199:9000
IPTV经典电影,http://coolcat.synology.me:4022/rtp/239.3.1.195:9024
IPTV热播剧场,http://coolcat.synology.me:4022/rtp/239.3.1.194:9020
IPTV魅力时尚,http://coolcat.synology.me:4022/rtp/239.3.1.196:9012
IPTV武侠剧场,http://coolcat.synology.me:4022/rtp/239.3.1.90:4120
IPTV古装剧场,http://coolcat.synology.me:4022/rtp/239.3.1.69:4120
IPTV军旅剧场,http://coolcat.synology.me:4022/rtp/239.3.1.68:4120
IPTV城市剧场,http://coolcat.synology.me:4022/rtp/239.3.1.67:4120
IPTV喜剧影院,http://coolcat.synology.me:4022/rtp/239.3.1.91:4120
通州融媒,http://coolcat.synology.me:4022/rtp/239.3.1.221:8001
密云电视台,http://coolcat.synology.me:4022/rtp/239.3.1.154:8001
延庆电视台,http://coolcat.synology.me:4022/rtp/239.3.1.187:8001
房山电视台,http://coolcat.synology.me:4022/rtp/239.3.1.96:8001
星影,http://coolcat.synology.me:4022/rtp/239.3.1.94:4120
光影,http://coolcat.synology.me:4022/rtp/239.3.1.84:4120


🎬电影频道,#genre#
1905国内电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905环球经典,http://php.jdshipin.com:8880/1905.php?id=1905dy2
CHC动作电影,http://php.jdshipin.com/TVOD/iptv.php?id=chcdzdy 
CHC家庭影院,http://php.jdshipin.com/TVOD/iptv.php?id=chcjtyy 
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
Thrill恐怖电影,http://ali.hlspull.yximgs.com/live/tboxproecvqweqqosvoqqqsqqqdeqfqxqucqshvqcsqqfcqtchplqy.flv
翼城综合,http://live.aiyicheng.com.cn/channel1/sd/live.m3u8?zshanxd

🐟斗鱼电影,#genre#
🎬豆瓣高分电影,http://zzy789.xyz/douyu1.php?id=8770422 
🔴神乐华语①厅,http://zzy789.xyz/douyu1.php?id=85894 
🔴神乐华语②厅,http://zzy789.xyz/douyu1.php?id=122402 
🔴神乐粤语厅,http://zzy789.xyz/douyu1.php?id=6566671 
🔴神乐欧美厅,http://zzy789.xyz/douyu1.php?id=20415 
🟢贝爷欧美①厅,http://zzy789.xyz/douyu1.php?id=252802 
🟢贝爷欧美②厅,http://zzy789.xyz/douyu1.php?id=36337 
🟢贝爷欧美IMAX厅,http://zzy789.xyz/douyu1.php?id=4332 
🟣奶虫恐怖影院,http://zzy789.xyz/douyu1.php?id=263824 
🟣奶虫动作影院,http://zzy789.xyz/douyu1.php?id=315457 
🟣奶虫粤语影院,http://zzy789.xyz/douyu1.php?id=5033502 
🟠华语动作①厅,http://zzy789.xyz/douyu1.php?id=3928 
🟠华语动作②厅,http://zzy789.xyz/douyu1.php?id=276200 
☯️经典恐怖Ⅰ厅,http://zzy789.xyz/douyu1.php?id=6906628 
☯️经典恐怖Ⅱ厅,http://zzy789.xyz/douyu1.php?id=8009547 
⚫外国恐怖大厅,http://zzy789.xyz/douyu1.php?id=96577 
⚫华语恐怖①厅,http://zzy789.xyz/douyu1.php?id=218859 
⚫华语恐怖②厅,http://zzy789.xyz/douyu1.php?id=310926 
⚫华语恐怖③厅,http://zzy789.xyz/douyu1.php?id=2935323 
🔘贝贝影视厅,http://zzy789.xyz/douyu1.php?id=431460 
🔘怡宝科幻动作,http://zzy789.xyz/douyu1.php?id=434971 
🔘冰冰恐怖动作,http://zzy789.xyz/douyu1.php?id=74374 
🔘华语科幻动作,http://zzy789.xyz/douyu1.php?id=11544610 

🐠斗鱼电视,#genre#
📺橙记人气港剧,http://zzy789.xyz/douyu1.php?id=4549169 
📺古装武侠剧场,http://zzy789.xyz/douyu1.php?id=338759 
🔶港剧天地①台,http://zzy789.xyz/douyu1.php?id=4290711 
🔶港剧天地②台,http://zzy789.xyz/douyu1.php?id=5522351 
🔶港剧天地③台,http://zzy789.xyz/douyu1.php?id=5261342 
🔷老版三国演义,http://zzy789.xyz/douyu1.php?id=7459925 

🔥HOT频道,#genre#
iHOT爱院线,http://xeace.cn:8888/udp/239.93.42.11:5140$四川电信组播
iHOT爱喜剧,http://xeace.cn:8888/udp/239.93.42.9:5140$四川电信组播
iHOT爱科幻,http://xeace.cn:8888/udp/239.93.42.10:5140$四川电信组播
iHOT爱谍战,http://xeace.cn:8888/udp/239.93.42.14:5140$四川电信组播
iHOT爱悬疑,http://xeace.cn:8888/udp/239.93.42.12:5140$四川电信组播
iHOT爱奇谈,http://xeace.cn:8888/udp/239.93.42.22:5140$四川电信组播
iHOT爱赛车,http://xeace.cn:8888/udp/239.93.42.20:5140$四川电信组播
iHOT爱幼教,http://xeace.cn:8888/udp/239.93.42.17:5140$四川电信组播
iHOT爱玩具,http://xeace.cn:8888/udp/239.93.42.18:5140$四川电信组播
iHOT爱动漫,http://xeace.cn:8888/udp/239.93.42.23:5140$四川电信组播
iHOT爱体育,http://xeace.cn:8888/udp/239.93.42.19:5140$四川电信组播
iHOT爱怀旧,http://xeace.cn:8888/udp/239.93.42.21:5140$四川电信组播
iHOT爱经典,http://xeace.cn:8888/udp/239.93.42.13:5140$四川电信组播
iHOT爱青春,http://xeace.cn:8888/udp/239.93.42.16:5140$四川电信组播

👶少儿频道,#genre#
亲子趣学4K,http://xeace.cn:8888/udp/239.93.1.191:5140$四川电信组播
中录动漫4K,http://xeace.cn:8888/udp/239.93.1.188:5140$四川电信组播
卡酷动画,http://xeace.cn:8888/udp/239.93.0.208:5140$四川电信组播
金鹰卡通,http://xeace.cn:8888/udp/239.93.0.108:5140$四川电信组播
优漫卡通,http://xeace.cn:8888/udp/239.93.0.251:5140$四川电信组播
哈哈炫动,http://xeace.cn:8888/udp/239.93.0.173:5140$四川电信组播
嘉佳卡通,http://xeace.cn:8888/udp/239.93.0.246:5140$四川电信组播
宝宝动画,http://xeace.cn:8888/udp/239.93.0.147:5140$四川电信组播
少儿动画,http://xeace.cn:8888/udp/239.93.0.193:9000$四川电信组播
青春动漫,http://xeace.cn:8888/udp/239.93.0.146:5140$四川电信组播
少儿天地,http://xeace.cn:8888/udp/239.93.42.34:5140$四川电信组播
乐龄学堂,http://xeace.cn:8888/udp/239.93.1.179:5140$四川电信组播

🐑内蒙古频道,#genre#
